symbol,assetid_norgate,securityname_norgate,exchange_name,exchange_name_full,base_type,subtype1,subtype2,subtype3,financial_summary,business_summary,first_quoted_date
MLN,387379,VanEck Long Muni ETF,Cboe BZX,Cboe BZX,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Market Vectors Long Municipal Index ETF (the Fund) seeks to replicate as closely as possible the price and yield performance of the Barclays Capital AMT-Free Long Continuous Municipal Index (the Index). The Index provides broad exposure to investment-grade municipal bonds with a nominal maturity of 17 years or more. To be included in the Index, bonds must be rated investment-grade (Baa3/BBB- or higher) by at least two of ratings agencies: Moody's, S&P, Fitch. If only two of the three agencies rate the security, the lower rating is used to determine index eligibility. If only one of the three agencies rates a security, the rating must be investment grade. They must have an outstanding par value of at least $7 million and be issued as part of a transaction of at least $75 million. The bonds must be fixed rate, have a dated-date within the last five years, and must be at least 17 years from their maturity date. Its investment advisor is Van Eck Associates Corporation. ",7/1/08
MNA,479363,IQ Merger Arbitrage ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"IQ Merger Arbitrage ETF (the Fund) seeks to track the performance of the IQ Merger Arbitrage Index (the Index). The Index seeks to achieve capital appreciation by investing in global companies, for which there has been a public announcement of a takeover by an acquirer. The Index also includes short exposure to global equities as a partial equity market hedge. The Fund employs a passive management or indexing investment approach designed to track the performance of the Index. The Fund invests, under normal circumstances, at least 80% of its net assets (excluding collateral held from securities lending), plus the amount of any borrowings for investment purposes, in the investments included in its Index. IndexIQ Advisors LLC acts as the Fund's advisor.",17/11/09
MOO,298452,VanEck Agribusiness ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Market Vectors Agribusiness ETF (the Fund) replicates as closely as possible the price and yield performance of the DAXglobal Agribusiness Index (DXAG). DXAG, calculated by Deutsche Borse AG, is a modified market capitalization-weighted index consisting of publicly traded companies engaged in the agriculture business that are traded on global exchanges. DXAG provides exposure to companies worldwide that derive at least 50% of their revenues from agriculture business. Companies eligible for inclusion in DXAG should have market capitalization exceeding $150 million; should have worldwide daily average trading volume of at least $1 million over past six months and in each of the past two months, and should have maintained monthly trading volume of 250,000 shares over past six months. DXAG comprises five major sub-sectors, including agriproduct and livestock operations, agricultural chemicals and equipment, and ethanol/biodiesel. Its investment advisor is Van Eck Associates Corporation.",5/9/07
MORT,571016,VanEck Mortgage REIT Income ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,17/8/11
MUB,190065,iShares National Muni Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares National AMT-Free Muni Bond ETF (the Fund), formerly iShares S&P National AMT-Free Municipal Bond Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance of the S&P National AMT-Free Municipal Bond Index (the Index). The Index measures the performance of the investment-grade segment of the United States municipal bond market. The Fund invests in a representative sample of the securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors (formerly known as Barclays Global Fund Advisors). ",10/9/07
MUNI,479364,PIMCO Intermediate Municipal Bond Active ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PIMCO Intermediate Municipal Bond Strategy Fund, formerly, PIMCO Intermediate Municipal Bond ETF (the Fund), seeks to achieve its investment objective by investing at least 80% of its assets in a diversified portfolio of debt securities whose interest is, in the opinion of bond counsel for the issuer at the time of issuance, exempt from federal income tax (Municipal Bonds). Municipal Bonds are issued by or on behalf of states and local governments and their agencies, authorities and other instrumentalities. The Fund may only invest in the United States dollar-denominated investment grade debt securities, rated Baa or higher by Moody's, or equivalently rated by S&P or Fitch. It may invest 25% or more of its total assets in Municipal Bonds that finance similar projects, such as those relating to education, health care, housing, transportation and utilities. The Fund's investment advisor is Pacific Investment Management Company LLC (PIMCO).",2/12/09
MVV,208559,ProShares Ultra MidCap400 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares Ultra MidCap400 (the Fund) seeks daily investment results that correspond to twice (200%) the daily performance of the S&P MidCap 400 Index (the Index). The Index is a measure of mid-size company United States stock market performance. It is a float-adjusted market capitalization weighted index of 400 United States operating companies and real estate investment trusts (REITs). Securities are selected for inclusion in the Index by the S&P U.S. Index Committee through a non-mechanical process that factors criteria, such as liquidity, price, market capitalization and financial viability. Reconstitution occurs both on a quarterly and ongoing basis. The Fund takes positions in securities and/or financial instruments that, in combination, should have similar daily return characteristics as 200% of the daily return of the Index. The Index is a price return index. The Fund's investment advisor is ProShare Advisors LLC. ",21/6/06
MXI,218787,iShares Global Materials ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Global Materials ETF, formerly iShares S&P Global Materials Sector Index Fund (the Fund), is an exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the S&P Global Materials Sector Index (the Index). The Index is a subset of the S&P Global 1200 Index and measures the performance of companies that S&P deems to be part of the materials sector of the economy. Component companies include those companies engaged in a wide variety of commodity-related manufacturing and mining activities. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. The Fund's investment advisor is BlackRock Fund Advisors.",21/9/06
MYY,208560,ProShares Short MidCap400 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares Short MidCap400 (the Fund) seeks daily investment results that correspond to the inverse (opposite) of the daily performance of the S&P MidCap 400 Index (the Index). The S&P MidCap 400 Index is a measure of mid-size company United States stock market performance. It is a capitalization weighted index of 400 United States operating companies and real estate investment trusts (REITs). The Fund intends to invest at least 80% of its net assets, including any borrowings for investment purposes, to investments that, in combination, have economic characteristics that are inverse to those of the Index. The Fund also intends to invest assets not invested in financial instruments, in debt instruments and/or money market instruments. The Fund intends to concentrate its investments in a particular industry or group of industries to approximately the same extent as the Index is so concentrated. ProShare Advisors LLC serves as the investment advisor to the Fund.",21/6/06
MZZ,211252,ProShares UltraShort MidCap400 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares UltraShort MidCap400 (the Fund) seeks daily investment results that correspond to twice (200%) the inverse (opposite) of the daily performance of the S&P MidCap 400 Index (the Index). The Index is a measure of mid-size company United States stock market performance. It is a float-adjusted market capitalization weighted index of 400 United States operating companies and real estate investment trusts (REITs). Securities are selected for inclusion in the Index by the S&P U.S. Index Committee through a non-mechanical process that factors criteria, such as liquidity, price, market capitalization and financial viability. Reconstitution occurs both on a quarterly and ongoing basis. The Index is a price return index. The Fund takes positions in securities and/or financial instruments that, in combination, should have similar daily return characteristics as -200% of the daily return of the Index. The Fund's investment advisor is ProShare Advisors LLC.",13/7/06
